Player,Nation,Pos,Squad,Comp,Age,Born,90s,Dribblers_Tackle_W%,Tackles_per90,Tackles_Won_per90,Tackles_Def_3rd_per90,Tackles_Mid_3rd_per90,Tackles_Att_3rd_per90,Dribblers_Tackled_per90,Dribblers_Challenged_per90,Dribblers_Tackle_Lost_per90,Blocks_per90,Shots_Blocked_per90,Passes_Blocked_Def_per90,Interceptions_per90,Tackles+Interceptions_per90,Clearances_per90,Errors_Shots_per90,Shot_Creating_Action_per90,Goal_Creating_Action_90,Pass_Live_Shot_per90,Pass_Dead_Shot_per90,Take_Ons_Shot_per90,Shot-Shot_per90,Fouls_drawn_Shot_per90,Defensive_Shot_per90,Pass_Live_Goal_per90,Pass_Dead_Goal_per90,Take_Ons_Goal_per90,Shot_Goal_per90,Fouls_Drawn_Goal_per90,Defensive_Goal_per90,Passes_Total_Cmp%,Passes_Short_Cmp%,Passes_Medium_Cmp%,Passes_Long_Cmp%,Passes_Total_Cmp_per90,Passes_Total_Att_per90,Passes_TotDist_per90,Passes_PrgDist_per90,Passes_Short_Cmp_per90,Passes_Short_Att_per90,Passes_Medium_Cmp_per90,Passes_Medium_Att_per90,Passes_Long_Cmp_per90,Passes_Long_Att_per90,xAG_per90_x,xA_per90,A-xAG_per90,Key_Passes_per90,Passes_1/3_per90,Passes_Penalty_Area_per90,Crosses_Penalty_Area_per90,Progressive_Passes_per90,Passes_Attempted_per90,Live_Ball_Passes_per90,Dead_Ball_Passes_per90,Free_Kick_Passes_per90,Through_Balls_per90,Switches_per90,Crosses_per90,Throw_Ins_Taken_per90,Corner_Kicks_per90,In_Corner_Kicks_per90,Out_Corner_Kicks_per90,Str_Corner_Kicks_per90,Passes_Cmp_per90,Passes_Offside_per90,Passes_Blocked_Off_per90,MP,Starts,Min,PK,PK_Attempted,Goals_per90,Assists_per90,G+A_per90,G-PK_per90,G+A-PK_per90,xG_per90,xAG_per90_y,xG+xAG_per90,npxG_per90,npxG+xAG_per90,Yellow_per90,Red_per90,Prg_Carries_per90,Prg_Passes_per90,Prg_Passes_Received_per90,Take_Ons_Succ%,Tackled_Take_Ons%,Touches_per90,Touches_Def_Pen_per90,Touches_Def_3rd_per90,Touches_Mid_3rd_per90,Touches_Att_3rd_per90,Touches_Att_Pen_per90,Tocuhes_Live_Balls_per90,Take_Ons_Attempted_per90,Take_Ons_Succ_per90,Tackled_Take_Ons_per90,Carries_per90,Total_Distance_per90,Progressive_Distance_Carried_per90,Progressive_Carries_per90,1/3_Carries_per90,Carries_Penalty_Area_per90,Miscontrols_per90,Dispossessed_per90,Passes_Received_per90,Progressive_Passes_Received_per90,Shots_on_target_%,Shots_total_per90,Shots_on_target_per90,Goals_per_shot,Goals_per_shot_on_target,Average_shot_distance,Shots_free_kicks,Pens_Scored,Pens_Attempted,XG,Npxg,Npxg_per_shot,Xg_net,Npxg_net
Mikel Vesga,es ESP,MF,Athletic Club,es La Liga,28,1993,15.1,35.5,1.79,0.93,0.46,1.19,0.13,0.73,2.05,1.32,1.06,0.33,0.73,1.32,3.11,2.25,0.13,1.86,0.07,1.79,0.0,0.0,0.07,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,76.6,82.7,85.3,56.4,36.49,47.62,637.15,232.12,15.83,19.14,15.43,18.08,3.77,6.69,0.06,0.07,-0.06,0.79,4.9,0.79,0.13,6.29,47.62,46.95,0.53,0.46,0.07,0.73,0.79,0.0,0.0,0.0,0.0,0.0,36.49,0.13,1.39,32,17,"1,358",0,0,0.13,0.0,0.13,0.13,0.13,0.07,0.06,0.13,0.07,0.13,0.46,0.13,1.06,6.29,0.99,60.0,40.0,58.28,3.25,11.72,36.49,10.26,1.06,58.28,0.99,0.6,0.4,26.49,130.93,66.03,1.06,0.73,0.2,1.19,0.66,35.56,0.99,28.6,0.93,0.27,0.14,0.5,17.9,0,0,0,1.0,1.0,0.07,1.0,1.0
Rúben Vezo,pt POR,DF,Levante,es La Liga,27,1994,26.9,63.4,1.52,1.08,1.04,0.45,0.04,0.97,1.52,0.56,1.52,0.93,0.59,1.34,2.86,3.9,0.04,0.63,0.07,0.45,0.0,0.0,0.15,0.04,0.0,0.0,0.0,0.0,0.04,0.04,0.0,83.1,87.1,91.8,64.9,39.07,46.99,820.93,309.59,11.78,13.53,21.15,23.05,5.91,9.11,0.02,0.01,-0.02,0.22,2.97,0.11,0.0,3.23,46.99,44.2,2.68,2.27,0.07,0.71,0.22,0.3,0.0,0.0,0.0,0.0,39.07,0.11,0.56,32,27,"2,420",0,0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04,0.15,0.0,0.78,3.23,0.3,62.5,37.5,57.66,7.81,31.34,24.13,2.38,0.93,57.66,0.3,0.19,0.11,32.04,159.74,88.1,0.78,0.37,0.0,0.48,0.19,35.54,0.3,22.2,0.67,0.15,0.0,0.0,13.4,0,0,0,0.6,0.6,0.03,-0.6,-0.6
Guglielmo Vicario,it ITA,GK,Empoli,it Serie A,24,1996,38.0,100.0,0.03,0.03,0.03,0.0,0.0,0.03,0.03,0.0,0.03,0.0,0.03,0.03,0.05,0.55,0.03,0.18,0.03,0.16,0.03,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,78.6,100.0,98.9,47.3,27.42,34.87,677.26,508.79,6.34,6.34,14.47,14.63,6.5,13.74,0.0,0.0,0.0,0.03,0.16,0.0,0.0,0.0,34.87,25.66,9.16,2.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.42,0.05,0.0,38,38,"3,420",0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,38.29,34.16,38.18,0.13,0.0,0.0,38.29,0.0,0.0,0.0,21.53,109.47,76.0,0.0,0.0,0.0,0.03,0.0,17.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Aleix Vidal,es ESP,"DF,MF",Espanyol,es La Liga,31,1989,21.1,48.7,1.47,1.18,0.81,0.43,0.24,0.9,1.85,0.95,0.9,0.28,0.62,1.18,2.65,1.66,0.09,2.89,0.14,1.94,0.33,0.24,0.0,0.19,0.19,0.09,0.0,0.05,0.0,0.0,0.0,80.2,92.4,83.0,50.4,41.56,51.8,669.1,235.17,20.81,22.51,16.16,19.48,2.89,5.73,0.11,0.1,-0.11,1.23,2.51,1.33,0.43,3.7,51.8,43.22,8.44,1.85,0.0,0.66,2.46,6.4,0.19,0.09,0.05,0.0,41.56,0.14,1.52,31,21,"1,901",0,0,0.09,0.0,0.09,0.09,0.09,0.03,0.11,0.14,0.03,0.14,0.47,0.0,2.09,3.7,5.69,37.5,62.5,60.9,3.03,18.67,23.46,19.15,0.85,60.9,1.52,0.57,0.95,30.47,146.02,79.05,2.09,1.37,0.19,1.18,0.71,35.69,5.69,50.0,0.28,0.14,0.33,0.67,18.4,0,0,0,0.7,0.7,0.11,1.3,1.3
Nacho Vidal,es ESP,DF,Osasuna,es La Liga,26,1995,32.2,50.6,2.58,1.46,1.52,0.78,0.28,1.21,2.39,1.18,0.99,0.43,0.56,1.8,4.38,2.45,0.0,1.98,0.16,1.43,0.16,0.16,0.06,0.19,0.0,0.09,0.03,0.0,0.0,0.03,0.0,70.6,83.4,72.2,52.1,33.2,47.02,572.95,250.37,15.09,18.11,13.79,19.1,3.48,6.68,0.07,0.06,-0.04,0.65,2.76,0.9,0.28,2.89,47.02,35.47,11.34,0.53,0.03,0.12,2.2,10.81,0.0,0.0,0.0,0.0,33.2,0.22,1.24,35,33,"2,902",0,0,0.0,0.03,0.03,0.0,0.03,0.04,0.07,0.1,0.04,0.1,0.28,0.0,0.96,2.89,2.48,47.9,52.1,59.75,3.85,18.35,26.06,15.81,0.99,59.75,1.49,0.71,0.78,23.26,106.49,45.93,0.96,0.9,0.19,1.37,0.28,26.58,2.48,4.8,0.65,0.03,0.0,0.0,19.3,0,0,0,1.2,1.2,0.06,-1.2,-1.2
Nick Viergever,nl NED,DF,Greuther Fürth,de Bundesliga,31,1989,23.7,70.6,1.35,0.97,1.05,0.3,0.0,1.01,1.43,0.42,1.31,0.93,0.38,1.56,2.91,5.02,0.04,0.38,0.0,0.34,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.2,87.9,87.0,51.1,36.92,46.03,735.95,311.56,10.76,12.24,22.28,25.61,3.76,7.34,0.02,0.02,-0.02,0.04,1.81,0.0,0.0,2.11,46.03,41.77,4.05,3.16,0.0,0.17,0.04,0.21,0.0,0.0,0.0,0.0,36.92,0.21,0.34,24,24,"2,133",0,0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.03,0.02,0.03,0.08,0.0,0.21,2.11,0.08,100.0,0.0,56.79,9.49,34.39,22.28,0.72,0.17,56.79,0.04,0.04,0.0,27.64,137.26,76.96,0.21,0.13,0.0,0.46,0.3,30.38,0.08,50.0,0.08,0.04,0.0,0.0,5.7,0,0,0,0.4,0.4,0.19,-0.4,-0.4
Tonny Vilhena,nl NED,"MF,FW",Espanyol,es La Liga,26,1995,10.3,33.3,1.55,0.58,0.68,0.78,0.1,0.68,2.04,1.36,0.97,0.19,0.78,0.78,2.33,1.65,0.0,1.84,0.1,1.17,0.49,0.0,0.1,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,69.8,83.5,65.3,41.3,22.91,32.82,321.55,109.71,15.24,18.25,4.56,6.99,1.84,4.47,0.09,0.1,0.01,1.07,1.55,0.49,0.29,2.82,32.82,30.29,2.43,0.58,0.0,0.39,3.11,0.1,1.46,0.68,0.49,0.0,22.91,0.1,1.26,17,13,928,0,0,0.1,0.1,0.19,0.1,0.19,0.08,0.09,0.17,0.08,0.17,0.39,0.0,1.65,2.82,5.83,70.6,29.4,43.59,2.43,9.61,17.67,16.89,2.04,43.59,1.65,1.17,0.49,23.88,129.71,73.4,1.65,1.84,0.49,2.23,1.17,28.35,5.83,20.0,1.45,0.29,0.07,0.33,21.1,0,0,0,0.8,0.8,0.05,0.2,0.2
Matías Viña,uy URU,"DF,FW",Roma,it Serie A,23,1997,17.4,49.2,2.64,1.72,1.55,0.8,0.29,1.67,3.39,1.72,1.49,0.17,1.32,1.44,4.08,1.9,0.0,2.07,0.12,1.49,0.17,0.23,0.06,0.11,0.0,0.06,0.06,0.0,0.0,0.0,0.0,78.5,87.2,84.5,47.6,37.82,48.16,600.11,251.9,19.94,22.87,14.77,17.47,2.3,4.83,0.06,0.06,-0.01,0.63,3.28,0.75,0.34,4.25,48.16,38.68,9.43,1.03,0.11,0.06,2.01,8.39,0.0,0.0,0.0,0.0,37.82,0.06,0.98,26,18,"1,565",0,0,0.0,0.06,0.06,0.0,0.06,0.03,0.06,0.1,0.03,0.1,0.11,0.0,2.36,4.25,3.91,48.3,51.7,60.52,2.76,17.87,28.79,14.6,1.49,60.52,1.67,0.8,0.86,26.21,130.75,79.77,2.36,1.26,0.46,1.84,0.34,32.76,3.91,25.0,0.69,0.17,0.0,0.0,17.9,0,0,0,0.6,0.6,0.05,-0.6,-0.6
Mattia Viti,it ITA,DF,Empoli,it Serie A,19,2002,16.6,62.5,1.69,0.96,0.96,0.54,0.18,0.9,1.45,0.54,1.69,1.51,0.18,1.75,3.43,4.16,0.06,0.6,0.06,0.42,0.06,0.0,0.0,0.0,0.12,0.06,0.0,0.0,0.0,0.0,0.0,83.7,90.1,89.3,61.9,34.22,40.9,639.46,213.73,11.57,12.83,17.53,19.64,3.92,6.33,0.0,0.01,0.0,0.12,1.93,0.06,0.0,2.71,40.9,37.05,3.8,2.29,0.0,0.06,0.0,0.78,0.0,0.0,0.0,0.0,34.22,0.06,0.36,20,16,"1,491",0,0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.03,0.02,0.03,0.18,0.06,0.6,2.71,0.18,77.8,22.2,52.17,8.98,26.14,24.04,2.29,0.36,52.17,1.08,0.84,0.24,28.37,153.86,96.45,0.6,0.18,0.06,0.42,0.18,28.07,0.18,0.0,0.24,0.0,0.0,0.0,14.2,0,0,0,0.4,0.4,0.1,-0.4,-0.4
Daniel Vivian,es ESP,DF,Athletic Club,es La Liga,22,1999,22.1,70.8,1.45,0.95,1.09,0.32,0.05,0.77,1.09,0.32,0.9,0.68,0.23,1.18,2.62,4.84,0.05,0.45,0.05,0.27,0.0,0.0,0.14,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,82.8,89.3,91.4,61.3,35.61,43.03,741.63,293.08,10.18,11.4,19.59,21.45,5.52,9.0,0.02,0.02,0.02,0.09,1.36,0.0,0.0,2.53,43.03,40.32,2.58,2.53,0.0,0.63,0.14,0.05,0.0,0.0,0.0,0.0,35.61,0.14,0.45,24,22,"1,986",0,0,0.09,0.05,0.14,0.09,0.14,0.06,0.02,0.08,0.06,0.08,0.09,0.0,0.14,2.53,0.09,80.0,20.0,53.39,8.19,31.0,21.0,2.08,0.9,53.39,0.23,0.18,0.05,27.24,135.48,74.93,0.14,0.14,0.0,0.63,0.27,27.42,0.09,47.1,0.77,0.36,0.12,0.25,12.6,0,0,0,1.3,1.3,0.07,0.7,0.7
Dušan Vlahović,rs SRB,FW,Fiorentina,it Serie A,21,2000,20.6,18.2,0.24,0.0,0.0,0.1,0.15,0.1,0.53,0.44,0.29,0.1,0.19,0.05,0.29,0.78,0.0,2.62,0.53,1.6,0.0,0.29,0.39,0.34,0.0,0.24,0.0,0.05,0.24,0.0,0.0,68.4,75.0,70.5,78.9,13.11,19.17,221.5,38.01,6.26,8.35,5.0,7.09,1.46,1.84,0.09,0.12,0.01,0.97,0.73,0.58,0.15,1.94,19.17,17.14,1.99,0.05,0.34,0.19,0.78,0.05,0.0,0.0,0.0,0.0,13.11,0.05,0.87,21,21,"1,857",5,6,0.82,0.1,0.92,0.58,0.68,0.62,0.09,0.71,0.4,0.48,0.1,0.0,0.87,1.94,6.7,54.1,45.9,31.12,1.02,1.75,14.17,15.49,5.58,30.83,1.8,0.97,0.83,18.16,71.55,22.96,0.87,0.63,0.53,3.98,2.04,25.92,6.7,39.1,3.34,1.31,0.17,0.44,17.2,5,5,6,12.9,8.2,0.12,4.1,3.8
Dušan Vlahović,rs SRB,FW,Juventus,it Serie A,21,2000,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.25,0.0,0.25,0.0,0.0,0.58,0.0,2.43,0.17,2.0,0.0,0.08,0.25,0.08,0.0,0.17,0.0,0.0,0.0,0.0,0.0,66.7,72.2,71.0,70.4,12.83,19.25,204.92,35.67,6.5,9.0,3.67,5.17,1.58,2.25,0.09,0.03,-0.01,0.75,0.75,0.58,0.08,1.33,19.25,18.25,0.92,0.08,0.08,0.08,0.67,0.08,0.0,0.0,0.0,0.0,12.83,0.08,1.08,15,12,"1,076",0,0,0.59,0.08,0.67,0.59,0.67,0.44,0.09,0.53,0.44,0.53,0.17,0.0,1.25,1.33,9.42,40.7,59.3,32.42,0.75,1.67,12.33,18.92,6.67,32.42,2.25,0.92,1.33,19.5,85.25,32.25,1.25,0.92,0.42,4.67,2.33,26.92,9.42,43.2,3.68,1.59,0.16,0.37,14.3,1,0,0,5.2,5.2,0.12,1.8,1.8
Kevin Vogt,de GER,DF,Hoffenheim,de Bundesliga,29,1991,28.5,52.4,0.74,0.42,0.53,0.21,0.0,0.39,0.74,0.35,0.63,0.25,0.39,0.46,1.19,3.54,0.04,1.19,0.18,1.16,0.0,0.0,0.0,0.04,0.0,0.18,0.0,0.0,0.0,0.0,0.0,88.0,93.2,93.2,69.9,67.37,76.6,1374.53,554.91,20.67,22.18,36.14,38.77,10.0,14.32,0.01,0.03,0.06,0.25,4.91,0.49,0.04,5.26,76.6,73.65,2.84,2.25,0.04,0.46,0.14,0.35,0.0,0.0,0.0,0.0,67.37,0.11,0.39,30,29,"2,569",0,0,0.0,0.07,0.07,0.0,0.07,0.0,0.01,0.01,0.0,0.01,0.25,0.0,1.09,5.26,0.18,66.7,33.3,83.82,8.49,42.39,40.07,2.07,0.0,83.82,0.21,0.14,0.07,55.79,301.93,174.81,1.09,0.42,0.0,0.46,0.14,59.54,0.18,0.0,0.11,0.0,0.0,0.0,30.6,0,0,0,0.0,0.0,0.01,0.0,0.0
Mërgim Vojvoda,xk KVX,DF,Torino,it Serie A,26,1995,22.0,55.6,1.73,1.05,1.05,0.5,0.18,0.91,1.64,0.73,1.23,0.36,0.86,0.91,2.64,2.32,0.0,2.0,0.23,1.82,0.09,0.05,0.0,0.0,0.05,0.18,0.0,0.05,0.0,0.0,0.0,77.7,89.5,79.5,49.0,41.09,52.91,665.14,274.91,22.0,24.59,14.82,18.64,3.18,6.5,0.1,0.11,0.03,1.0,4.09,1.41,0.77,5.18,52.91,44.5,7.95,0.36,0.0,0.64,3.23,7.5,0.09,0.05,0.0,0.0,41.09,0.45,0.91,29,22,"1,976",0,0,0.0,0.14,0.14,0.0,0.14,0.05,0.1,0.16,0.05,0.16,0.14,0.0,2.0,5.18,3.95,69.2,30.8,62.64,3.23,15.41,29.05,18.86,1.36,62.64,1.18,0.82,0.36,34.45,169.5,86.09,2.0,1.68,0.36,0.95,0.55,37.5,3.95,33.3,0.82,0.27,0.0,0.0,18.9,0,0,0,1.2,1.2,0.07,-1.2,-1.2
Kevin Volland,de GER,"MF,FW",Monaco,fr Ligue 1,29,1992,27.1,19.4,0.89,0.37,0.07,0.66,0.15,0.22,1.14,0.92,0.74,0.0,0.74,0.11,1.0,0.33,0.0,2.55,0.63,2.14,0.0,0.04,0.15,0.22,0.0,0.52,0.0,0.0,0.04,0.07,0.0,66.1,77.9,67.6,58.1,15.35,23.21,246.46,84.91,7.68,9.85,5.17,7.64,1.59,2.73,0.25,0.19,0.08,1.25,2.1,1.03,0.22,3.76,23.21,22.62,0.37,0.07,0.48,0.11,0.77,0.11,0.0,0.0,0.0,0.0,15.35,0.22,0.92,34,29,"2,436",1,1,0.33,0.33,0.67,0.3,0.63,0.27,0.25,0.53,0.24,0.5,0.37,0.0,1.14,3.76,7.49,47.4,52.6,32.07,0.22,2.21,13.95,16.24,4.32,32.03,1.4,0.66,0.74,20.7,87.68,38.67,1.14,0.81,0.52,2.4,1.25,24.8,7.49,46.0,1.85,0.85,0.16,0.35,13.5,2,1,1,7.4,6.6,0.13,1.6,1.4
Aster Vranckx,be BEL,MF,Wolfsburg,de Bundesliga,18,2002,12.7,53.8,2.68,1.02,1.1,1.26,0.31,1.1,2.05,0.94,1.5,0.55,0.94,1.02,3.7,1.26,0.0,2.52,0.08,1.5,0.16,0.55,0.24,0.08,0.0,0.08,0.0,0.0,0.0,0.0,0.0,76.0,86.1,87.9,39.7,26.38,34.72,433.7,121.5,12.68,14.72,10.87,12.36,1.81,4.57,0.14,0.11,-0.14,0.87,2.05,0.71,0.24,2.91,34.72,33.07,1.5,0.63,0.24,0.39,1.89,0.16,0.71,0.71,0.0,0.0,26.38,0.16,1.1,24,12,"1,141",0,0,0.16,0.0,0.16,0.16,0.16,0.21,0.15,0.35,0.21,0.35,0.16,0.0,1.34,2.91,1.81,68.0,32.0,48.74,2.68,12.76,25.04,11.42,1.57,48.74,1.97,1.34,0.63,24.88,113.54,50.55,1.34,0.87,0.16,1.89,1.34,28.43,1.81,32.0,1.97,0.63,0.08,0.25,21.6,4,0,0,2.6,2.6,0.1,-0.6,-0.6
Stefan de Vrij,nl NED,DF,Inter,it Serie A,29,1992,26.8,70.6,1.42,1.08,0.82,0.6,0.0,0.45,0.63,0.19,0.63,0.3,0.34,1.19,2.61,1.94,0.0,0.52,0.11,0.34,0.0,0.0,0.19,0.0,0.0,0.07,0.0,0.0,0.04,0.0,0.0,91.6,92.7,95.8,73.1,53.69,58.62,1020.04,337.24,18.1,19.51,30.56,31.9,4.55,6.23,0.0,0.01,0.0,0.0,2.28,0.11,0.0,2.69,58.62,56.6,1.94,0.93,0.0,0.11,0.07,0.0,0.0,0.0,0.0,0.0,53.69,0.07,0.22,30,28,"2,410",0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.1,0.11,0.0,0.56,2.69,0.04,100.0,0.0,65.37,7.65,34.63,29.7,1.46,0.93,65.37,0.19,0.19,0.0,37.35,201.34,119.07,0.56,0.22,0.04,0.22,0.11,44.48,0.04,15.0,0.75,0.11,0.0,0.0,10.5,0,0,0,2.6,2.6,0.13,-2.6,-2.6
Šime Vrsaljko,hr CRO,DF,Atlético Madrid,es La Liga,29,1992,10.2,60.0,2.65,1.67,1.37,1.18,0.1,1.18,1.96,0.78,0.98,0.1,0.88,1.18,3.82,2.94,0.0,1.18,0.39,0.78,0.1,0.0,0.1,0.1,0.1,0.39,0.0,0.0,0.0,0.0,0.0,72.5,86.9,67.3,42.2,42.75,58.92,630.78,237.84,24.71,28.43,12.94,19.22,2.65,6.27,0.05,0.07,0.15,0.29,2.16,0.59,0.39,4.41,58.92,48.73,10.0,0.29,0.0,0.2,4.31,9.71,0.0,0.0,0.0,0.0,42.75,0.2,1.18,21,10,914,0,0,0.1,0.2,0.3,0.1,0.3,0.12,0.05,0.17,0.12,0.17,0.39,0.0,2.65,4.41,3.82,71.4,28.6,70.39,3.33,21.08,30.29,19.02,0.98,70.39,0.69,0.49,0.2,33.92,166.76,86.67,2.65,1.67,0.0,1.37,0.69,39.9,3.82,25.0,0.39,0.1,0.25,1.0,13.4,0,0,0,1.3,1.3,0.32,-0.3,-0.3
Elye Wahi,fr FRA,FW,Montpellier,fr Ligue 1,18,2003,19.8,37.5,0.91,0.51,0.45,0.3,0.15,0.3,0.81,0.51,0.35,0.0,0.35,0.2,1.11,0.2,0.0,1.23,0.26,0.76,0.0,0.0,0.1,0.35,0.0,0.2,0.0,0.0,0.0,0.05,0.0,64.5,72.7,63.2,30.8,7.98,12.37,96.72,20.96,4.85,6.67,1.82,2.88,0.2,0.66,0.05,0.03,0.01,0.66,0.45,0.25,0.05,0.61,12.37,11.72,0.56,0.0,0.0,0.0,0.56,0.05,0.0,0.0,0.0,0.0,7.98,0.1,0.51,33,21,"1,786",0,0,0.5,0.05,0.55,0.5,0.55,0.4,0.05,0.45,0.4,0.45,0.1,0.0,1.21,0.61,5.05,37.5,62.5,21.57,0.3,3.13,6.82,11.97,3.99,21.57,1.21,0.45,0.76,13.64,67.47,30.76,1.21,0.61,0.71,2.68,0.76,14.9,5.05,46.5,2.17,1.01,0.23,0.5,12.9,0,0,0,7.8,7.8,0.18,2.2,2.2
Walace,br BRA,MF,Udinese,it Serie A,26,1995,33.0,44.2,2.52,1.48,1.12,1.15,0.24,1.52,3.42,1.91,1.55,0.15,1.39,1.64,4.15,0.97,0.03,2.18,0.12,1.76,0.0,0.03,0.3,0.06,0.03,0.09,0.0,0.0,0.03,0.0,0.0,82.7,88.8,90.0,57.1,41.61,50.33,728.7,231.88,18.7,21.06,17.76,19.73,4.0,7.0,0.05,0.05,-0.05,0.88,5.12,0.52,0.09,5.06,50.33,47.3,2.88,1.88,0.09,0.67,0.27,0.3,0.0,0.0,0.0,0.0,41.61,0.15,0.82,36,33,"2,970",0,0,0.03,0.0,0.03,0.03,0.03,0.04,0.05,0.1,0.04,0.1,0.18,0.03,1.27,5.06,0.61,61.5,38.5,61.82,3.09,17.76,36.58,8.48,0.45,61.82,1.18,0.73,0.45,33.06,172.03,90.33,1.27,0.73,0.06,1.48,1.06,37.09,0.61,23.4,1.42,0.33,0.02,0.09,25.7,0,0,0,1.5,1.5,0.03,-0.5,-0.5
Kyle Walker,eng ENG,DF,Manchester City,eng Premier League,31,1990,19.5,47.1,0.77,0.31,0.36,0.36,0.05,0.41,0.87,0.46,0.72,0.21,0.51,0.72,1.49,0.82,0.05,2.31,0.21,2.05,0.0,0.0,0.1,0.15,0.0,0.15,0.0,0.0,0.0,0.05,0.0,88.6,93.8,91.8,70.8,75.79,85.54,1345.54,363.33,33.54,35.74,34.46,37.54,6.97,9.85,0.07,0.11,0.04,0.56,9.13,0.87,0.21,7.49,85.54,77.85,7.33,0.82,0.1,1.44,1.79,6.51,0.0,0.0,0.0,0.0,75.79,0.36,0.62,20,20,"1,755",0,0,0.0,0.1,0.1,0.0,0.1,0.01,0.06,0.08,0.01,0.08,0.05,0.0,2.21,7.49,3.33,50.0,50.0,90.77,2.0,17.64,53.59,19.85,1.18,90.77,0.72,0.36,0.36,57.85,243.69,110.0,2.21,1.85,0.26,0.77,0.31,69.54,3.33,25.0,0.41,0.1,0.0,0.0,23.7,1,0,0,0.3,0.3,0.03,-0.3,-0.3
Kyle Walker-Peters,eng ENG,DF,Southampton,eng Premier League,24,1997,29.3,68.4,1.95,1.13,0.96,0.72,0.27,0.89,1.3,0.41,0.99,0.27,0.72,1.26,3.21,1.81,0.03,2.39,0.31,1.67,0.0,0.31,0.1,0.24,0.07,0.17,0.0,0.03,0.0,0.07,0.03,78.3,88.3,78.3,57.5,36.55,46.69,549.28,197.61,20.68,23.41,12.56,16.04,2.22,3.86,0.09,0.12,-0.02,0.82,2.18,1.23,0.03,5.02,46.69,38.4,8.19,0.44,0.07,0.1,1.71,7.75,0.0,0.0,0.0,0.0,36.55,0.1,1.43,32,29,"2,633",0,0,0.03,0.07,0.1,0.03,0.1,0.04,0.09,0.13,0.04,0.13,0.17,0.0,4.57,5.02,5.63,67.4,32.6,58.53,2.94,14.57,24.37,20.75,2.59,58.53,3.24,2.18,1.06,32.12,224.27,132.53,4.57,3.14,1.13,1.43,1.47,33.48,5.63,26.9,0.89,0.24,0.04,0.14,18.6,0,0,0,1.1,1.1,0.04,-0.1,-0.1
Aaron Wan-Bissaka,eng ENG,DF,Manchester Utd,eng Premier League,23,1997,19.9,70.0,2.46,1.81,1.26,0.9,0.3,0.7,1.01,0.3,1.21,0.7,0.5,1.71,4.17,2.06,0.1,1.76,0.05,1.46,0.0,0.15,0.05,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,81.1,91.0,83.1,53.7,46.48,57.34,625.58,203.42,30.05,33.02,12.81,15.43,1.81,3.37,0.05,0.05,-0.05,0.7,2.61,0.6,0.4,3.07,57.34,48.64,8.59,0.2,0.0,0.3,1.76,8.39,0.0,0.0,0.0,0.0,46.48,0.1,2.26,20,20,"1,793",0,0,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.06,0.02,0.06,0.1,0.0,2.76,3.07,4.52,59.0,41.0,68.59,3.77,22.81,28.39,18.39,1.41,68.59,3.07,1.81,1.26,35.98,205.43,107.09,2.76,2.06,0.4,1.16,0.65,40.95,4.52,20.0,0.25,0.05,0.0,0.0,14.1,0,0,0,0.3,0.3,0.07,-0.3,-0.3
Joel Ward,eng ENG,DF,Crystal Palace,eng Premier League,31,1989,27.6,52.6,1.59,0.94,1.09,0.4,0.11,1.09,2.07,0.98,0.87,0.4,0.47,1.16,2.75,3.88,0.04,0.65,0.07,0.58,0.07,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,78.8,90.5,84.0,42.3,49.71,63.08,819.6,303.04,24.46,27.03,20.8,24.75,3.59,8.48,0.02,0.05,-0.02,0.22,3.77,0.43,0.14,4.31,63.08,52.9,10.04,1.01,0.0,0.36,1.56,9.02,0.0,0.0,0.0,0.0,49.71,0.14,1.27,28,27,"2,487",0,0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03,0.29,0.0,0.98,4.31,1.34,76.9,23.1,73.84,5.43,28.37,33.99,11.96,0.43,73.84,0.94,0.72,0.22,37.25,158.91,87.28,0.98,0.87,0.0,1.05,0.65,43.91,1.34,10.0,0.36,0.04,0.0,0.0,20.4,0,0,0,0.3,0.3,0.03,-0.3,-0.3
