,Player,Nation,Pos,Squad,Comp,Age,Born,90s,MP,Starts,Min,Dribblers_Tackle_W%,Tackles_per90,Tackles_Won_per90,Tackles_Def_3rd_per90,Tackles_Mid_3rd_per90,Tackles_Att_3rd_per90,Dribblers_Tackled_per90,Dribblers_Challenged_per90,Dribblers_Tackle_Lost_per90,Blocks_per90,Shots_Blocked_per90,Passes_Blocked_Def_per90,Interceptions_per90,Tackles+Interceptions_per90,Clearances_per90,Errors_Shots_per90,Shot_Creating_Action_per90,Goal_Creating_Action_90,Pass_Live_Shot_per90,Pass_Dead_Shot_per90,Take_Ons_Shot_per90,Shot-Shot_per90,Fouls_drawn_Shot_per90,Defensive_Shot_per90,Pass_Live_Goal_per90,Pass_Dead_Goal_per90,Take_Ons_Goal_per90,Shot_Goal_per90,Fouls_Drawn_Goal_per90,Defensive_Goal_per90,Passes_Total_Cmp%,Passes_Short_Cmp%,Passes_Medium_Cmp%,Passes_Long_Cmp%,Passes_Total_Cmp_per90,Passes_Total_Att_per90,Passes_TotDist_per90,Passes_PrgDist_per90,Passes_Short_Cmp_per90,Passes_Short_Att_per90,Passes_Medium_Cmp_per90,Passes_Medium_Att_per90,Passes_Long_Cmp_per90,Passes_Long_Att_per90,Assists_per90,xAG_per90_x,xA_per90,A-xAG_per90,Key_Passes_per90,Passes_1/3_per90,Passes_Penalty_Area_per90,Crosses_Penalty_Area_per90,Progressive_Passes_per90,Passes_Attempted_per90,Live_Ball_Passes_per90,Dead_Ball_Passes_per90,Free_Kick_Passes_per90,Through_Balls_per90,Switches_per90,Crosses_per90,Throw_Ins_Taken_per90,Corner_Kicks_per90,In_Corner_Kicks_per90,Out_Corner_Kicks_per90,Str_Corner_Kicks_per90,Passes_Cmp_per90,Passes_Offside_per90,Passes_Blocked_Off_per90,PK,PK_Attempted,Goals_per90,G+A_per90,G-PK_per90,G+A-PK_per90,xG_per90,xAG_per90_y,xG+xAG_per90,npxG_per90,npxG+xAG_per90,Yellow_per90,Red_per90,Prg_Carries_per90,Prg_Passes_per90,Prg_Passes_Received_per90,Take_Ons_Succ%,Tackled_Take_Ons%,Touches_per90,Touches_Def_Pen_per90,Touches_Def_3rd_per90,Touches_Mid_3rd_per90,Touches_Att_3rd_per90,Touches_Att_Pen_per90,Tocuhes_Live_Balls_per90,Take_Ons_Attempted_per90,Take_Ons_Succ_per90,Tackled_Take_Ons_per90,Carries_per90,Total_Distance_per90,Progressive_Distance_Carried_per90,Progressive_Carries_per90,1/3_Carries_per90,Carries_Penalty_Area_per90,Miscontrols_per90,Dispossessed_per90,Passes_Received_per90,Progressive_Passes_Received_per90,Shots_on_target_%,Shots_total_per90,Shots_on_target_per90,Goals_per_shot,Goals_per_shot_on_target,Average_shot_distance,Shots_free_kicks,Pens_Scored,Pens_Attempted,XG,Npxg,Npxg_per_shot,Xg_net,Npxg_net,Main_Pos,Secondary_Pos,Total_90s
171,Eduardo Camavinga,fr FRA,MF,Real Madrid,es La Liga,18,2002,13.7,26,13,1236,52.6,3.8,2.55,1.61,1.46,0.73,1.46,2.77,1.31,1.46,0.15,1.31,1.24,5.04,1.02,0.07,2.48,0.15,2.19,0.0,0.0,0.0,0.15,0.15,0.15,0.0,0.0,0.0,0.0,0.0,89.7,93.1,93.3,82.1,55.47,61.82,978.03,252.48,24.74,26.57,23.5,25.18,5.69,6.93,0.07,0.07,0.1,0.0,1.02,5.47,0.51,0.07,5.77,61.82,60.51,1.24,1.09,0.44,0.44,0.22,0.07,0.0,0.0,0.0,0.0,55.47,0.07,0.73,0.0,0.0,0.15,0.22,0.15,0.22,0.09,0.07,0.16,0.09,0.16,0.58,0.0,2.19,5.77,2.41,68.8,31.3,73.94,2.48,16.93,41.53,16.28,1.61,73.94,2.34,1.61,0.73,48.91,250.8,131.24,2.19,1.75,0.22,1.17,0.73,55.99,2.41,41.7,0.87,0.36,0.17,0.4,24.2,0,0,0,1.2,1.2,0.1,0.8,0.8,MF,None,13.7
172,Elba Rashani,xk KVX,"FW,MF",Clermont Foot,fr Ligue 1,28,1993,19.5,29,22,1759,30.9,2.05,1.08,0.77,1.08,0.21,0.87,2.82,1.95,1.74,0.15,1.59,0.56,2.62,1.03,0.0,1.74,0.26,1.38,0.0,0.15,0.1,0.1,0.0,0.21,0.0,0.05,0.0,0.0,0.0,73.4,80.4,76.8,48.0,21.95,29.9,289.23,64.92,13.08,16.26,6.97,9.08,0.62,1.28,0.15,0.11,0.13,0.04,0.77,1.28,0.51,0.26,2.36,29.9,29.13,0.72,0.1,0.0,0.15,1.95,0.36,0.21,0.0,0.1,0.0,21.95,0.05,1.33,0.0,0.0,0.41,0.56,0.41,0.56,0.26,0.11,0.38,0.26,0.38,0.15,0.0,2.21,2.36,5.64,54.3,45.7,42.26,1.64,7.79,18.62,16.41,3.23,42.26,1.79,0.97,0.82,26.62,142.46,62.26,2.21,1.33,0.51,2.72,1.54,27.79,5.64,40.0,1.53,0.61,0.27,0.67,13.7,0,0,0,5.2,5.2,0.17,2.8,2.8,FW,MF,19.5
173,Ellyes Skhiri,tn TUN,MF,Köln,de Bundesliga,26,1995,20.2,22,20,1820,53.7,2.72,1.63,1.24,1.29,0.2,1.09,2.03,0.94,2.03,0.35,1.68,1.83,4.55,1.73,0.05,1.43,0.05,1.39,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,84.0,83.9,88.5,85.0,39.85,47.43,702.72,222.72,17.57,20.94,16.34,18.47,4.5,5.3,0.05,0.04,0.07,0.0,0.74,2.87,0.5,0.05,4.11,47.43,45.2,2.13,1.93,0.1,0.45,0.3,0.2,0.0,0.0,0.0,0.0,39.85,0.1,0.54,0.0,0.0,0.2,0.25,0.2,0.25,0.16,0.05,0.2,0.16,0.2,0.15,0.0,0.94,4.11,1.93,50.0,50.0,59.41,4.06,18.47,32.77,8.81,2.03,59.41,0.99,0.5,0.5,28.32,127.33,54.7,0.94,0.74,0.25,0.69,0.89,32.87,1.93,34.8,1.14,0.4,0.17,0.5,16.2,0,0,0,3.2,3.2,0.14,0.8,0.8,MF,None,20.2
174,Elseid Hysaj,al ALB,DF,Lazio,it Serie A,27,1994,22.5,29,24,2027,64.4,2.04,1.33,1.11,0.76,0.18,1.29,2.0,0.71,0.8,0.27,0.53,1.07,3.11,1.51,0.04,1.73,0.31,1.6,0.04,0.09,0.0,0.0,0.0,0.27,0.0,0.04,0.0,0.0,0.0,86.1,93.6,87.3,55.7,54.04,62.76,794.09,265.64,31.69,33.87,18.09,20.71,2.62,4.71,0.0,0.03,0.07,-0.03,0.53,3.69,0.76,0.31,4.27,62.76,55.73,6.98,0.62,0.09,0.36,1.16,6.36,0.0,0.0,0.0,0.0,54.04,0.04,1.2,0.0,0.0,0.04,0.04,0.04,0.04,0.03,0.03,0.06,0.03,0.06,0.13,0.0,1.16,4.27,3.07,48.5,51.5,71.07,2.62,20.98,38.27,12.71,0.76,71.07,1.47,0.71,0.76,41.2,162.76,76.4,1.16,0.98,0.18,0.62,0.4,48.31,3.07,50.0,0.18,0.09,0.25,0.5,23.6,0,0,0,0.8,0.8,0.19,0.2,0.2,DF,None,22.5
175,Elvis Rexhbeçaj,de GER,MF,Bochum,de Bundesliga,23,1997,28.2,32,30,2542,47.5,1.45,0.71,0.6,0.67,0.18,0.67,1.42,0.74,1.45,0.21,1.24,0.96,2.41,0.53,0.0,1.76,0.15,1.17,0.18,0.04,0.07,0.25,0.0,0.11,0.0,0.0,0.0,0.04,0.0,65.1,77.5,72.9,34.7,18.44,28.33,309.72,106.06,8.44,10.89,7.62,10.46,1.52,4.4,0.0,0.04,0.04,-0.04,0.71,2.48,0.25,0.04,3.3,28.33,26.17,1.91,0.85,0.14,0.21,1.45,0.18,0.53,0.25,0.07,0.0,18.44,0.25,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.08,0.04,0.08,0.18,0.0,0.74,3.3,1.91,47.2,52.8,38.55,1.28,7.7,20.92,10.39,0.92,38.55,1.28,0.6,0.67,19.18,87.41,39.29,0.74,0.78,0.11,2.16,1.1,20.74,1.91,17.6,1.2,0.21,0.0,0.0,23.2,0,0,0,1.1,1.1,0.03,-1.1,-1.1,MF,None,28.2
176,Elye Wahi,fr FRA,FW,Montpellier,fr Ligue 1,18,2003,19.8,33,21,1786,37.5,0.91,0.51,0.45,0.3,0.15,0.3,0.81,0.51,0.35,0.0,0.35,0.2,1.11,0.2,0.0,1.23,0.26,0.76,0.0,0.0,0.1,0.35,0.0,0.2,0.0,0.0,0.0,0.05,0.0,64.5,72.7,63.2,30.8,7.98,12.37,96.72,20.96,4.85,6.67,1.82,2.88,0.2,0.66,0.05,0.05,0.03,0.01,0.66,0.45,0.25,0.05,0.61,12.37,11.72,0.56,0.0,0.0,0.0,0.56,0.05,0.0,0.0,0.0,0.0,7.98,0.1,0.51,0.0,0.0,0.5,0.55,0.5,0.55,0.4,0.05,0.45,0.4,0.45,0.1,0.0,1.21,0.61,5.05,37.5,62.5,21.57,0.3,3.13,6.82,11.97,3.99,21.57,1.21,0.45,0.76,13.64,67.47,30.76,1.21,0.61,0.71,2.68,0.76,14.9,5.05,46.5,2.17,1.01,0.23,0.5,12.9,0,0,0,7.8,7.8,0.18,2.2,2.2,FW,None,19.8
177,Emerson,br BRA,"DF,MF",Tottenham,eng Premier League,22,1999,25.4,31,26,2286,53.7,2.83,1.85,1.97,0.63,0.24,1.42,2.64,1.22,0.98,0.08,0.91,0.87,3.7,3.62,0.04,1.97,0.16,1.65,0.0,0.16,0.08,0.08,0.0,0.16,0.0,0.0,0.0,0.0,0.0,80.7,90.0,80.2,55.3,46.06,57.09,642.91,159.25,27.01,30.0,14.49,18.07,2.05,3.7,0.04,0.09,0.12,-0.05,1.1,1.26,1.1,0.55,2.68,57.09,47.01,10.0,0.63,0.04,0.08,2.91,9.37,0.0,0.0,0.0,0.0,46.06,0.08,1.85,0.0,0.0,0.04,0.08,0.04,0.08,0.06,0.09,0.14,0.06,0.14,0.2,0.0,2.68,2.68,6.89,50.0,50.0,69.49,3.86,22.8,26.22,20.87,2.2,69.49,1.34,0.67,0.67,35.87,171.02,89.65,2.68,1.1,0.31,1.06,0.71,40.12,6.89,26.7,0.59,0.16,0.07,0.25,14.6,0,0,0,1.5,1.5,0.1,-0.5,-0.5,DF,MF,25.4
178,Emerson Palmieri,it ITA,DF,Lyon,fr Ligue 1,26,1994,25.2,29,26,2264,64.7,1.83,0.99,0.63,0.87,0.32,0.87,1.35,0.48,0.91,0.32,0.6,1.07,2.9,2.62,0.0,2.5,0.2,1.9,0.44,0.0,0.08,0.04,0.04,0.2,0.0,0.0,0.0,0.0,0.0,84.7,93.1,85.2,56.7,61.15,72.22,939.29,310.79,32.98,35.44,22.58,26.51,3.85,6.79,0.08,0.14,0.14,-0.06,1.23,3.73,0.6,0.24,4.01,72.22,61.63,10.52,1.07,0.04,0.16,2.74,8.33,1.11,0.28,0.75,0.0,61.15,0.08,1.03,0.0,0.0,0.04,0.12,0.04,0.12,0.04,0.14,0.18,0.04,0.18,0.12,0.04,2.94,4.01,4.56,63.8,36.2,83.45,3.57,23.61,41.83,18.85,1.39,83.45,1.87,1.19,0.67,49.64,266.31,143.17,2.94,2.22,0.48,1.59,0.24,54.76,4.56,31.3,0.64,0.2,0.06,0.2,22.7,6,0,0,0.9,0.9,0.06,0.1,0.1,DF,None,25.2
179,Emmanuel Gyasi,gh GHA,"FW,MF",Spezia,it Serie A,27,1994,33.7,36,35,3035,51.2,1.39,0.89,0.92,0.27,0.21,0.62,1.22,0.59,0.65,0.12,0.53,0.47,1.87,1.28,0.03,1.75,0.18,1.42,0.0,0.12,0.09,0.09,0.03,0.15,0.0,0.0,0.03,0.0,0.0,81.5,88.6,83.7,63.3,22.7,27.86,291.39,59.08,14.72,16.62,6.08,7.27,0.56,0.89,0.0,0.04,0.06,-0.04,0.65,0.71,0.45,0.09,1.25,27.86,26.71,1.1,0.15,0.06,0.03,0.68,0.5,0.0,0.0,0.0,0.0,22.7,0.06,1.01,0.0,0.0,0.18,0.18,0.18,0.18,0.17,0.04,0.21,0.17,0.21,0.3,0.0,1.31,1.25,4.3,60.0,40.0,37.74,1.99,8.78,15.49,13.98,2.58,37.74,1.63,0.98,0.65,22.76,118.75,46.5,1.31,1.13,0.5,2.4,1.54,25.67,4.3,34.2,1.13,0.39,0.16,0.46,15.0,0,0,0,5.6,5.6,0.15,0.4,0.4,FW,MF,33.7
180,Emre Can,de GER,"DF,MF",Dortmund,de Bundesliga,27,1994,18.8,24,19,1690,50.0,1.91,1.17,1.06,0.85,0.0,0.8,1.6,0.8,1.38,0.53,0.85,1.91,3.83,2.13,0.11,0.85,0.05,0.69,0.0,0.05,0.0,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,85.2,91.5,90.3,61.1,65.05,76.38,1178.51,385.11,26.97,29.47,30.59,33.88,6.28,10.27,0.05,0.04,0.07,0.01,0.32,4.36,0.37,0.0,6.33,76.38,72.71,3.46,1.54,0.05,0.48,0.37,1.86,0.0,0.0,0.0,0.0,65.05,0.21,0.59,4.0,4.0,0.27,0.32,0.05,0.11,0.18,0.04,0.22,0.01,0.05,0.27,0.0,1.65,6.33,1.01,66.7,33.3,87.61,5.53,29.41,50.32,8.51,0.9,87.39,1.44,0.96,0.48,53.51,262.61,125.21,1.65,1.38,0.16,1.17,0.48,60.64,1.01,28.6,0.37,0.11,0.14,0.5,30.6,0,4,4,3.3,0.2,0.03,1.7,0.8,DF,MF,18.8
181,Enzo Le Fée,fr FRA,"MF,FW",Lorient,fr Ligue 1,21,2000,24.4,36,25,2194,45.6,2.87,1.8,1.02,1.48,0.37,1.68,3.69,2.01,1.02,0.04,0.98,1.19,4.06,0.74,0.0,4.14,0.33,2.42,0.98,0.2,0.12,0.25,0.16,0.16,0.04,0.04,0.0,0.08,0.0,78.3,86.2,81.6,61.2,39.55,50.49,695.66,204.84,18.65,21.64,12.91,15.82,5.61,9.18,0.12,0.11,0.1,0.02,2.05,3.89,0.94,0.45,5.57,50.49,45.0,5.25,1.31,0.16,0.98,4.18,0.49,3.07,1.11,1.07,0.08,39.55,0.25,0.74,0.0,0.0,0.08,0.21,0.08,0.21,0.08,0.11,0.18,0.08,0.18,0.08,0.0,2.58,5.57,4.3,45.7,54.3,64.06,1.31,10.78,33.85,20.53,0.98,64.06,3.85,1.76,2.09,41.56,250.16,114.71,2.58,2.13,0.33,2.87,1.84,43.69,4.3,27.3,1.35,0.37,0.06,0.22,23.9,5,0,0,1.9,1.9,0.06,0.1,0.1,MF,FW,24.4
182,Erhan Mašović,rs SRB,DF,Bochum,de Bundesliga,22,1998,17.2,20,17,1552,63.6,2.03,1.16,1.22,0.76,0.06,1.22,1.92,0.7,1.63,1.1,0.52,1.98,4.01,3.72,0.06,0.18,0.0,0.12,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.7,85.5,90.5,46.7,29.3,37.73,630.35,155.0,6.51,7.62,18.37,20.29,4.13,8.84,0.0,0.0,0.01,0.0,0.0,1.22,0.06,0.0,1.63,37.73,36.86,0.81,0.76,0.0,0.06,0.0,0.06,0.0,0.0,0.0,0.0,29.3,0.06,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,0.41,0.0,0.0,1.63,0.0,66.7,33.3,48.72,7.21,29.42,18.9,0.64,0.29,48.72,0.17,0.12,0.06,24.88,118.37,44.59,0.0,0.06,0.0,0.35,0.0,26.28,0.0,0.0,0.29,0.0,0.0,0.0,15.7,1,0,0,0.2,0.2,0.06,-0.2,-0.2,DF,None,17.2
183,Eric Dier,eng ENG,DF,Tottenham,eng Premier League,27,1994,34.1,35,35,3071,50.0,0.44,0.26,0.18,0.23,0.03,0.21,0.41,0.21,1.09,0.94,0.15,0.79,1.23,4.16,0.03,0.88,0.15,0.73,0.0,0.0,0.12,0.0,0.03,0.09,0.0,0.0,0.06,0.0,0.0,87.8,94.6,93.6,60.1,60.29,68.65,1166.39,489.65,19.94,21.09,33.37,35.66,6.19,10.29,0.0,0.03,0.03,-0.03,0.21,2.87,0.26,0.03,3.02,68.65,66.57,1.82,1.52,0.15,0.41,0.03,0.18,0.0,0.0,0.0,0.0,60.29,0.26,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.03,0.07,0.04,0.07,0.03,0.0,0.38,3.02,0.18,50.0,50.0,76.54,12.35,42.58,32.58,1.67,0.67,76.54,0.06,0.03,0.03,50.94,275.19,146.95,0.38,0.38,0.09,0.15,0.06,57.8,0.18,30.8,0.38,0.12,0.0,0.0,14.4,4,0,0,1.2,1.2,0.09,-1.2,-1.2,DF,None,34.1
184,Eric García,es ESP,DF,Barcelona,es La Liga,20,2001,22.7,26,23,2039,42.3,1.19,0.79,0.57,0.57,0.04,0.48,1.15,0.66,0.97,0.53,0.44,1.94,3.13,2.33,0.13,1.19,0.04,1.1,0.04,0.0,0.04,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,92.8,94.8,95.4,80.8,69.07,74.41,1298.11,463.3,24.89,26.26,37.18,38.99,6.12,7.58,0.0,0.0,0.03,-0.0,0.18,6.92,0.13,0.0,6.04,74.41,71.81,2.56,1.76,0.09,0.88,0.09,0.62,0.0,0.0,0.0,0.0,69.07,0.04,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,0.22,0.04,1.59,6.04,0.13,66.7,33.3,82.03,5.9,30.0,50.04,2.29,0.44,82.03,0.13,0.09,0.04,57.31,325.2,219.03,1.59,0.53,0.09,0.53,0.04,63.66,0.13,66.7,0.26,0.18,0.0,0.0,24.6,0,0,0,0.2,0.2,0.03,-0.2,-0.2,DF,None,22.7
185,Erling Haaland,no NOR,FW,Dortmund,de Bundesliga,21,2000,21.2,24,21,1911,0.0,0.09,0.05,0.0,0.05,0.05,0.0,0.05,0.05,0.38,0.05,0.33,0.05,0.14,1.46,0.0,2.87,0.75,2.08,0.0,0.28,0.38,0.14,0.0,0.52,0.0,0.14,0.09,0.0,0.0,69.5,78.9,64.2,50.0,15.61,22.45,171.13,37.12,9.91,12.55,3.3,5.14,0.09,0.19,0.38,0.25,0.24,0.12,1.08,0.66,1.13,0.05,1.93,22.45,19.62,2.59,0.0,0.14,0.0,0.38,0.14,0.0,0.0,0.0,0.0,15.61,0.24,0.8,6.0,6.0,1.04,1.41,0.75,1.13,0.84,0.25,1.1,0.62,0.88,0.14,0.0,1.89,1.93,6.46,54.2,45.8,33.07,1.46,2.45,13.68,17.22,7.03,32.78,1.13,0.61,0.52,15.75,67.78,35.57,1.89,0.71,1.13,2.74,0.75,24.1,6.46,41.9,3.49,1.46,0.22,0.52,13.9,0,6,6,17.9,13.2,0.18,4.1,2.8,FW,None,21.2
186,Ethan Pinnock,jm JAM,DF,Brentford,eng Premier League,28,1993,29.9,32,32,2694,65.8,1.71,1.17,1.24,0.4,0.07,0.84,1.27,0.43,1.0,0.37,0.64,1.47,3.18,5.15,0.03,1.04,0.13,0.74,0.2,0.0,0.07,0.0,0.03,0.07,0.03,0.0,0.03,0.0,0.0,74.0,83.6,77.0,46.3,40.74,55.08,732.41,293.78,16.92,20.23,19.77,25.69,3.51,7.59,0.03,0.04,0.05,-0.01,0.37,2.71,0.2,0.13,2.58,55.08,46.52,8.29,1.54,0.0,0.27,0.7,6.76,0.0,0.0,0.0,0.0,40.74,0.27,0.54,0.0,0.0,0.03,0.07,0.03,0.07,0.04,0.04,0.08,0.04,0.08,0.03,0.0,0.37,2.58,0.6,81.8,18.2,66.66,8.8,35.55,24.08,7.26,1.84,66.66,0.37,0.3,0.07,27.76,117.12,73.58,0.37,0.23,0.0,0.4,0.23,32.88,0.6,50.0,0.53,0.27,0.06,0.13,10.0,0,0,0,1.2,1.2,0.07,-0.2,-0.2,DF,None,29.9
187,Exequiel Palacios,ar ARG,MF,Leverkusen,de Bundesliga,22,1998,12.2,23,12,1097,39.5,2.46,1.56,0.98,1.15,0.33,1.23,3.11,1.89,1.64,0.08,1.56,2.3,4.75,0.9,0.16,2.14,0.33,1.97,0.0,0.08,0.0,0.0,0.08,0.33,0.0,0.0,0.0,0.0,0.0,85.1,88.8,88.9,73.5,55.49,65.25,920.08,337.87,27.3,30.74,21.07,23.69,5.0,6.8,0.16,0.18,0.15,-0.02,0.66,6.39,0.74,0.0,6.31,65.25,62.54,2.21,1.48,0.57,0.41,0.66,0.41,0.25,0.16,0.0,0.0,55.49,0.49,0.57,0.0,0.0,0.16,0.33,0.16,0.33,0.06,0.18,0.24,0.06,0.24,0.16,0.0,0.82,6.31,1.39,54.5,45.5,75.49,2.46,20.25,45.98,10.33,0.41,75.49,0.9,0.49,0.41,42.54,169.67,79.18,0.82,1.15,0.16,1.07,1.07,51.15,1.39,40.0,0.82,0.33,0.2,0.5,30.8,0,0,0,0.8,0.8,0.08,1.2,1.2,MF,None,12.2
188,Ezri Konsa,eng ENG,DF,Aston Villa,eng Premier League,23,1997,27.5,29,29,2477,76.9,0.91,0.55,0.47,0.4,0.04,0.36,0.47,0.11,1.13,0.8,0.33,0.55,1.45,3.13,0.07,0.47,0.0,0.4,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.4,90.6,93.1,48.9,31.82,36.84,559.71,214.0,12.55,13.85,17.09,18.36,1.67,3.42,0.0,0.01,0.02,-0.01,0.15,1.09,0.0,0.0,1.64,36.84,35.45,1.38,1.09,0.0,0.11,0.04,0.25,0.0,0.0,0.0,0.0,31.82,0.0,0.29,0.0,0.0,0.07,0.07,0.07,0.07,0.06,0.01,0.07,0.06,0.07,0.22,0.07,0.29,1.64,0.25,66.7,33.3,44.98,7.31,25.93,16.84,2.55,1.35,44.98,0.33,0.22,0.11,25.96,108.8,62.62,0.29,0.18,0.04,0.36,0.22,28.69,0.25,40.0,0.55,0.22,0.13,0.33,8.1,0,0,0,1.6,1.6,0.11,0.4,0.4,DF,None,27.5
189,Fabian Schär,ch SUI,DF,Newcastle Utd,eng Premier League,29,1991,24.0,25,25,2158,50.0,0.67,0.46,0.46,0.12,0.08,0.33,0.67,0.33,1.12,0.75,0.38,1.33,2.0,3.96,0.08,1.29,0.17,0.75,0.25,0.08,0.17,0.04,0.0,0.12,0.0,0.04,0.0,0.0,0.0,69.0,79.3,82.6,47.9,29.08,42.17,662.67,303.83,8.29,10.46,13.83,16.75,6.5,13.58,0.08,0.05,0.04,0.04,0.38,2.88,0.62,0.04,2.46,42.17,38.46,3.42,2.92,0.04,0.79,0.29,0.5,0.0,0.0,0.0,0.0,29.08,0.29,0.29,0.0,0.0,0.08,0.17,0.08,0.17,0.05,0.05,0.1,0.05,0.1,0.17,0.0,0.83,2.46,0.08,60.0,40.0,51.42,6.62,26.83,22.38,3.08,1.12,51.42,0.42,0.25,0.17,26.88,153.54,92.71,0.83,0.62,0.0,0.5,0.21,27.88,0.08,38.1,0.88,0.33,0.1,0.25,19.5,4,0,0,1.2,1.2,0.06,0.8,0.8,DF,None,24.0
190,Fabiano Parisi,it ITA,DF,Empoli,it Serie A,20,2000,16.4,25,16,1477,41.9,2.13,1.16,1.52,0.3,0.3,0.79,1.89,1.1,1.83,0.61,1.22,1.34,3.48,2.56,0.0,2.07,0.3,1.52,0.12,0.37,0.06,0.0,0.0,0.18,0.0,0.12,0.0,0.0,0.0,75.3,90.4,75.2,46.5,35.67,47.38,588.05,247.68,17.8,19.7,14.27,18.96,2.8,6.04,0.06,0.02,0.03,0.04,0.55,3.54,0.85,0.06,4.51,47.38,36.46,10.61,0.85,0.06,0.24,2.62,9.7,0.06,0.0,0.0,0.0,35.67,0.3,0.73,0.0,0.0,0.0,0.06,0.0,0.06,0.04,0.02,0.06,0.04,0.06,0.3,0.0,3.54,4.51,2.99,52.7,47.3,63.41,4.82,23.23,25.85,16.04,1.04,63.41,3.35,1.77,1.59,35.91,235.37,129.02,3.54,2.5,0.37,2.56,1.1,31.65,2.99,25.0,0.97,0.24,0.0,0.0,21.8,0,0,0,0.7,0.7,0.04,-0.7,-0.7,DF,None,16.4
191,Fabián Ruiz Peña,es ESP,MF,Napoli,it Serie A,25,1996,26.5,32,29,2384,43.3,2.08,1.25,0.83,1.09,0.15,1.09,2.53,1.43,1.28,0.04,1.25,0.83,2.91,1.21,0.0,3.17,0.42,2.91,0.04,0.0,0.11,0.08,0.04,0.42,0.0,0.0,0.0,0.0,0.0,89.7,93.4,91.0,82.6,74.3,82.87,1215.96,303.89,39.89,42.72,24.68,27.13,7.17,8.68,0.15,0.11,0.11,0.04,1.21,8.26,1.21,0.08,8.3,82.87,80.87,1.81,1.77,0.08,1.4,0.64,0.04,0.0,0.0,0.0,0.0,74.3,0.19,0.98,0.0,0.0,0.26,0.42,0.26,0.42,0.06,0.11,0.17,0.06,0.17,0.08,0.0,2.19,8.3,3.02,54.5,45.5,92.64,2.75,17.47,56.42,19.47,1.47,92.64,0.83,0.45,0.38,56.15,246.87,128.3,2.19,1.74,0.34,1.06,0.42,74.04,3.02,32.5,1.51,0.49,0.18,0.54,23.7,0,0,0,1.6,1.6,0.04,5.4,5.4,MF,None,26.5
192,Facundo Medina,ar ARG,DF,Lens,fr Ligue 1,22,1999,28.8,31,30,2593,61.3,2.12,1.46,1.18,0.8,0.14,1.32,2.15,0.83,0.83,0.28,0.56,1.28,3.4,2.71,0.1,1.15,0.17,0.97,0.07,0.03,0.07,0.0,0.0,0.14,0.03,0.0,0.0,0.0,0.0,89.2,93.9,92.2,71.4,70.07,78.54,1211.46,504.1,32.33,34.41,29.44,31.94,6.42,8.99,0.0,0.01,0.02,-0.01,0.17,5.76,0.21,0.0,6.98,78.54,75.03,3.44,2.36,0.07,0.73,0.17,0.9,0.0,0.0,0.0,0.0,70.07,0.07,0.76,0.0,0.0,0.03,0.03,0.03,0.03,0.05,0.01,0.05,0.05,0.05,0.38,0.0,1.81,6.98,0.42,76.2,23.8,87.36,6.84,32.71,51.56,3.92,0.73,87.36,0.73,0.56,0.17,61.91,345.66,223.26,1.81,0.73,0.03,0.83,0.45,63.51,0.42,22.2,0.31,0.07,0.11,0.5,9.9,0,0,0,1.3,1.3,0.15,-0.3,-0.3,DF,None,28.8
193,Fali,es ESP,"DF,MF",Cádiz,es La Liga,27,1993,20.0,28,23,1803,53.1,1.6,0.95,1.2,0.4,0.0,0.85,1.6,0.75,1.3,0.8,0.5,1.2,2.8,4.1,0.0,0.65,0.05,0.5,0.05,0.0,0.1,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,75.4,85.7,85.2,47.9,26.0,34.5,555.65,189.95,6.3,7.35,15.3,17.95,3.95,8.25,0.1,0.07,0.03,0.03,0.35,1.8,0.3,0.1,2.45,34.5,32.6,1.8,1.05,0.15,0.25,0.55,0.65,0.0,0.0,0.0,0.0,26.0,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.03,0.07,0.1,0.03,0.1,0.3,0.0,0.45,2.45,0.3,100.0,0.0,44.9,6.1,23.0,19.2,2.8,0.65,44.9,0.05,0.05,0.0,20.2,98.55,58.85,0.45,0.2,0.05,0.5,0.15,22.7,0.3,0.0,0.7,0.0,0.0,0.0,16.9,2,0,0,0.7,0.7,0.05,-0.7,-0.7,DF,MF,20.0
