Player,Nation,Pos,Squad,Comp,Age,Born,90s,Dribblers_Tackle_W%,Tackles_per90,Tackles_Won_per90,Tackles_Def_3rd_per90,Tackles_Mid_3rd_per90,Tackles_Att_3rd_per90,Dribblers_Tackled_per90,Dribblers_Challenged_per90,Dribblers_Tackle_Lost_per90,Blocks_per90,Shots_Blocked_per90,Passes_Blocked_Def_per90,Interceptions_per90,Tackles+Interceptions_per90,Clearances_per90,Errors_Shots_per90,Shot_Creating_Action_per90,Goal_Creating_Action_90,Pass_Live_Shot_per90,Pass_Dead_Shot_per90,Take_Ons_Shot_per90,Shot-Shot_per90,Fouls_drawn_Shot_per90,Defensive_Shot_per90,Pass_Live_Goal_per90,Pass_Dead_Goal_per90,Take_Ons_Goal_per90,Shot_Goal_per90,Fouls_Drawn_Goal_per90,Defensive_Goal_per90,Passes_Total_Cmp%,Passes_Short_Cmp%,Passes_Medium_Cmp%,Passes_Long_Cmp%,Passes_Total_Cmp_per90,Passes_Total_Att_per90,Passes_TotDist_per90,Passes_PrgDist_per90,Passes_Short_Cmp_per90,Passes_Short_Att_per90,Passes_Medium_Cmp_per90,Passes_Medium_Att_per90,Passes_Long_Cmp_per90,Passes_Long_Att_per90,Assists_per90,xAG_per90_x,xA_per90,A-xAG_per90,Key_Passes_per90,Passes_1/3_per90,Passes_Penalty_Area_per90,Crosses_Penalty_Area_per90,Progressive_Passes_per90,Passes_Attempted_per90,Live_Ball_Passes_per90,Dead_Ball_Passes_per90,Free_Kick_Passes_per90,Through_Balls_per90,Switches_per90,Crosses_per90,Throw_Ins_Taken_per90,Corner_Kicks_per90,In_Corner_Kicks_per90,Out_Corner_Kicks_per90,Str_Corner_Kicks_per90,Passes_Cmp_per90,Passes_Offside_per90,Passes_Blocked_Off_per90,MP,Starts,Min,PK,PK_Attempted,Goals_per90,G+A_per90,G-PK_per90,G+A-PK_per90,xG_per90,xAG_per90_y,xG+xAG_per90,npxG_per90,npxG+xAG_per90,Yellow_per90,Red_per90,Prg_Carries_per90,Prg_Passes_per90,Prg_Passes_Received_per90,Take_Ons_Succ%,Tackled_Take_Ons%,Touches_per90,Touches_Def_Pen_per90,Touches_Def_3rd_per90,Touches_Mid_3rd_per90,Touches_Att_3rd_per90,Touches_Att_Pen_per90,Tocuhes_Live_Balls_per90,Take_Ons_Attempted_per90,Take_Ons_Succ_per90,Tackled_Take_Ons_per90,Carries_per90,Total_Distance_per90,Progressive_Distance_Carried_per90,Progressive_Carries_per90,1/3_Carries_per90,Carries_Penalty_Area_per90,Miscontrols_per90,Dispossessed_per90,Passes_Received_per90,Progressive_Passes_Received_per90,Shots_on_target_%,Shots_total_per90,Shots_on_target_per90,Goals_per_shot,Goals_per_shot_on_target,Average_shot_distance,Shots_free_kicks,Pens_Scored,Pens_Attempted,XG,Npxg,Npxg_per_shot,Xg_net,Npxg_net
Lucas Tousart,fr FRA,MF,Union Berlin,de Bundesliga,26.0,1997.0,17.5,45.9,2.0,1.14,0.8,0.97,0.23,0.97,2.11,1.14,1.83,0.51,1.31,1.43,3.43,2.34,0.0,1.37,0.0,0.97,0.0,0.06,0.29,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,74.4,79.3,82.5,64.7,22.23,29.89,363.66,107.31,10.51,13.26,8.63,10.46,1.89,2.91,0.0,0.05,0.02,-0.05,0.4,1.89,0.11,0.0,2.91,29.89,29.37,0.34,0.17,0.17,0.11,0.51,0.0,0.0,0.0,0.0,0.0,22.23,0.17,0.97,23,18,"1,572",0,0,0.0,0.0,0.0,0.0,0.09,0.05,0.14,0.09,0.14,0.29,0.0,0.86,2.91,1.89,47.6,52.4,44.11,3.26,13.14,22.29,9.31,2.51,44.11,1.2,0.57,0.63,19.03,97.54,43.54,0.86,0.74,0.29,1.94,0.74,22.23,1.89,24.0,1.43,0.34,0.0,0.0,18.0,0.0,0,0,1.5,1.5,0.06,-1.5,-1.5
Andros Townsend,eng ENG,"MF,FW",Luton Town,eng Premier League,32.0,1991.0,13.4,48.1,1.57,0.97,0.82,0.15,0.6,0.97,2.01,1.04,0.9,0.0,0.9,0.37,1.94,0.75,0.0,2.68,0.45,1.79,0.37,0.22,0.22,0.07,0.0,0.3,0.0,0.07,0.07,0.0,0.0,70.4,85.5,75.5,43.2,22.69,32.24,385.22,91.42,11.04,12.91,8.28,10.97,2.39,5.52,0.22,0.1,0.13,0.13,1.34,1.72,1.19,0.9,2.61,32.24,30.0,2.09,0.3,0.07,0.75,5.52,0.52,0.6,0.52,0.0,0.0,22.69,0.15,1.64,27,14,"1,210",0,0,0.07,0.3,0.07,0.3,0.09,0.1,0.19,0.09,0.19,0.07,0.0,3.51,2.61,5.3,47.1,41.2,43.43,1.57,6.64,16.64,20.9,1.57,43.43,2.54,1.19,1.04,25.9,180.97,82.01,3.51,2.31,0.52,2.61,1.94,27.31,5.3,35.0,1.49,0.52,0.05,0.14,23.7,2.0,0,0,1.2,1.2,0.06,-0.2,-0.2
James Trafford,eng ENG,GK,Burnley,eng Premier League,20.0,2002.0,28.0,100.0,0.07,0.04,0.07,0.0,0.0,0.07,0.07,0.0,0.0,0.0,0.0,0.04,0.11,0.64,0.04,0.25,0.04,0.11,0.14,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,65.5,98.5,97.2,32.0,36.04,55.04,842.89,582.54,11.36,11.54,16.11,16.57,8.39,26.25,0.0,0.0,0.0,0.0,0.0,0.86,0.04,0.0,0.21,55.04,42.96,11.68,4.61,0.04,0.18,0.0,0.0,0.0,0.0,0.0,0.0,36.04,0.39,0.18,28,28,"2,520",0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.21,0.0,100.0,0.0,58.25,37.0,55.68,2.57,0.0,0.0,58.25,0.07,0.07,0.0,36.04,165.0,77.0,0.0,0.0,0.0,0.04,0.0,33.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Hamari Traoré,ml MLI,DF,Real Sociedad,es La Liga,31.0,1992.0,25.5,58.1,1.73,0.75,0.94,0.67,0.12,0.98,1.69,0.71,1.06,0.31,0.75,0.94,2.67,2.31,0.08,2.28,0.12,1.84,0.16,0.04,0.04,0.04,0.16,0.08,0.0,0.0,0.0,0.0,0.04,79.8,87.5,82.5,58.4,47.22,59.18,839.14,271.69,20.08,22.94,21.49,26.04,4.63,7.92,0.08,0.06,0.09,0.02,1.14,4.39,1.22,0.39,5.06,59.18,48.9,10.0,0.78,0.2,0.55,1.84,9.22,0.0,0.0,0.0,0.0,47.22,0.27,0.75,31,27,"2,292",0,0,0.0,0.08,0.0,0.08,0.02,0.06,0.08,0.02,0.08,0.27,0.0,1.92,5.06,3.25,59.3,33.3,68.12,3.41,17.41,37.25,13.96,0.71,68.12,1.06,0.63,0.35,34.67,165.57,85.8,1.92,1.22,0.16,0.9,0.35,38.51,3.25,11.1,0.71,0.08,0.0,0.0,24.3,0.0,0,0,0.5,0.5,0.03,-0.5,-0.5
Ismaël Traoré,ci CIV,DF,Metz,fr Ligue 1,36.0,1986.0,24.7,38.1,0.77,0.49,0.53,0.24,0.0,0.32,0.85,0.53,1.34,0.81,0.53,1.21,1.98,3.48,0.0,0.32,0.08,0.28,0.0,0.0,0.04,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,86.7,87.9,92.8,69.7,27.29,31.46,594.66,236.84,5.59,6.36,17.13,18.46,4.37,6.28,0.0,0.01,0.0,-0.01,0.08,0.89,0.04,0.0,1.3,31.46,30.49,0.93,0.93,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,27.29,0.04,0.2,26,25,"2,220",0,0,0.08,0.08,0.08,0.08,0.03,0.01,0.04,0.03,0.04,0.08,0.0,0.04,1.3,0.04,66.7,33.3,39.92,6.36,23.2,16.15,0.89,0.49,39.92,0.24,0.16,0.08,27.0,124.29,43.68,0.04,0.08,0.0,0.36,0.12,23.36,0.04,40.0,0.41,0.16,0.2,0.5,11.9,0.0,0,0,0.8,0.8,0.08,1.2,1.2
Omar Traoré,de GER,DF,Heidenheim,de Bundesliga,25.0,1998.0,27.5,57.1,2.18,1.2,1.2,0.76,0.22,1.16,2.04,0.87,1.16,0.25,0.91,1.45,3.64,1.96,0.04,1.6,0.22,1.38,0.11,0.04,0.04,0.04,0.0,0.18,0.0,0.0,0.0,0.04,0.0,71.0,86.0,74.9,43.7,32.04,45.09,545.89,247.64,14.55,16.91,13.64,18.22,2.91,6.65,0.07,0.05,0.07,0.03,0.69,2.11,1.02,0.55,2.84,45.09,34.0,10.98,0.36,0.04,0.07,2.65,10.62,0.0,0.0,0.0,0.0,32.04,0.11,1.96,31,29,"2,472",0,0,0.0,0.07,0.0,0.07,0.01,0.05,0.06,0.01,0.06,0.18,0.0,2.22,2.84,3.31,40.8,53.1,55.71,2.91,16.04,25.35,15.02,0.4,55.71,1.78,0.73,0.95,24.51,156.62,83.75,2.22,1.45,0.18,1.35,0.62,27.42,3.31,9.1,0.4,0.04,0.0,0.0,28.0,0.0,0,0,0.3,0.3,0.02,-0.3,-0.3
Kevin Trapp,de GER,GK,Eint Frankfurt,de Bundesliga,33.0,1990.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.28,0.03,0.03,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.4,100.0,98.7,40.3,27.09,36.44,634.44,417.97,7.19,7.19,13.84,14.03,6.03,14.97,0.0,0.0,0.0,0.0,0.0,0.25,0.03,0.0,0.03,36.44,27.81,8.47,1.84,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,27.09,0.16,0.03,32,32,"2,880",0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.03,0.0,0.0,0.0,38.38,31.66,38.06,0.38,0.0,0.0,38.38,0.0,0.0,0.0,22.0,97.56,62.22,0.0,0.0,0.0,0.0,0.0,20.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Óscar Trejo,ar ARG,"FW,MF",Rayo Vallecano,es La Liga,35.0,1988.0,15.3,61.9,1.76,0.98,0.72,0.59,0.46,0.85,1.37,0.52,1.37,0.07,1.31,0.33,2.09,0.59,0.0,4.77,0.33,3.27,0.26,0.33,0.2,0.65,0.07,0.13,0.0,0.0,0.13,0.07,0.0,82.6,89.9,84.6,53.6,42.22,51.11,561.83,160.59,26.73,29.74,11.11,13.14,1.96,3.66,0.0,0.08,0.14,-0.08,1.5,4.84,1.63,0.0,8.1,51.11,48.24,2.55,0.59,0.2,0.0,1.5,0.46,0.72,0.13,0.33,0.0,42.22,0.33,1.05,31,19,"1,380",0,0,0.0,0.0,0.0,0.0,0.06,0.08,0.14,0.06,0.14,0.26,0.07,1.83,8.1,5.29,38.8,50.6,66.41,0.98,4.97,35.69,26.86,3.33,66.41,5.56,2.16,2.81,35.62,172.75,68.89,1.83,1.57,0.65,2.94,3.92,50.85,5.29,16.7,1.17,0.2,0.0,0.0,19.6,0.0,0,0,0.9,0.9,0.05,-0.9,-0.9
Christopher Trimmel,at AUT,DF,Union Berlin,de Bundesliga,36.0,1987.0,18.3,39.4,1.26,0.82,0.66,0.55,0.05,0.71,1.8,1.09,0.87,0.16,0.71,0.71,1.97,3.11,0.0,3.11,0.11,1.58,1.48,0.0,0.0,0.05,0.0,0.0,0.11,0.0,0.0,0.0,0.0,66.4,85.2,72.4,41.8,34.48,51.97,649.34,311.42,14.75,17.32,13.61,18.8,5.41,12.95,0.11,0.11,0.2,-0.01,2.13,3.83,1.37,0.77,4.7,51.97,36.78,14.97,2.51,0.05,0.22,9.02,9.13,3.33,1.42,1.58,0.05,34.48,0.22,1.64,26,19,"1,646",0,0,0.0,0.11,0.0,0.11,0.03,0.11,0.14,0.03,0.14,0.11,0.05,1.26,4.7,3.55,60.0,30.0,59.89,3.77,16.12,24.7,19.78,0.66,59.89,0.55,0.33,0.16,23.93,105.36,58.42,1.26,1.09,0.0,0.6,0.27,29.02,3.55,66.7,0.33,0.22,0.0,0.0,20.5,0.0,0,0,0.6,0.5,0.08,-0.6,-0.5
Kieran Trippier,eng ENG,DF,Newcastle Utd,eng Premier League,32.0,1990.0,24.8,48.1,2.3,1.09,1.21,0.65,0.44,1.49,3.1,1.61,1.65,0.32,1.33,0.97,3.27,2.26,0.12,4.07,0.44,2.74,1.13,0.04,0.0,0.08,0.08,0.28,0.12,0.0,0.0,0.0,0.04,76.2,88.5,83.2,49.0,65.48,85.93,1201.49,443.51,27.94,31.57,29.35,35.28,7.54,15.4,0.4,0.3,0.29,0.1,2.62,4.48,2.1,0.77,6.33,85.93,68.79,16.85,4.4,0.04,0.48,8.55,7.94,4.52,1.69,1.53,0.32,65.48,0.28,1.69,28,26,"2,236",0,0,0.04,0.44,0.04,0.44,0.03,0.3,0.33,0.03,0.33,0.2,0.0,1.37,6.33,5.16,72.7,27.3,94.52,3.87,29.52,39.07,26.81,1.45,94.52,0.89,0.65,0.24,43.47,171.25,82.62,1.37,1.49,0.2,0.81,0.36,56.9,5.16,25.0,0.32,0.08,0.13,0.5,23.8,4.0,0,0,0.7,0.7,0.08,0.3,0.3
Leandro Trossard,be BEL,"FW,MF",Arsenal,eng Premier League,28.0,1994.0,18.3,36.0,1.48,0.87,0.44,0.49,0.55,0.49,1.37,0.87,1.48,0.05,1.42,0.44,1.91,0.33,0.0,3.55,0.33,2.51,0.16,0.38,0.27,0.22,0.0,0.05,0.05,0.11,0.0,0.11,0.0,73.4,86.0,75.1,51.7,26.99,36.78,418.91,105.3,14.81,17.21,9.89,13.17,1.69,3.28,0.05,0.15,0.17,-0.1,1.31,1.53,1.58,0.22,4.15,36.78,34.15,2.51,0.33,0.44,0.11,3.11,0.44,1.31,1.2,0.0,0.0,26.99,0.11,1.64,34,18,"1,649",0,0,0.65,0.71,0.65,0.71,0.43,0.15,0.58,0.43,0.58,0.11,0.0,3.61,4.15,8.47,53.2,34.0,49.84,0.82,5.74,17.38,27.43,6.61,49.84,2.57,1.37,0.87,32.3,199.51,94.64,3.61,2.35,1.48,2.57,2.13,35.52,8.47,36.7,3.27,1.2,0.2,0.55,16.1,0.0,0,0,7.9,7.9,0.13,4.1,4.1
Adrien Truffert,fr FRA,DF,Rennes,fr Ligue 1,21.0,2001.0,23.8,62.5,1.64,0.88,0.97,0.42,0.25,1.05,1.68,0.63,1.3,0.21,1.09,0.8,2.44,2.06,0.0,1.59,0.13,1.13,0.0,0.17,0.08,0.21,0.0,0.04,0.0,0.0,0.04,0.04,0.0,78.5,86.9,78.2,50.6,43.99,56.01,679.96,232.35,23.4,26.93,17.65,22.56,1.81,3.57,0.08,0.08,0.08,0.01,0.8,2.31,0.92,0.42,4.12,56.01,45.42,10.38,0.88,0.0,0.04,3.03,9.45,0.04,0.04,0.0,0.0,43.99,0.21,1.22,30,24,"2,145",0,0,0.04,0.13,0.04,0.13,0.07,0.08,0.15,0.07,0.15,0.25,0.0,2.14,4.12,7.61,42.9,50.0,66.64,3.07,16.3,27.94,22.9,1.97,66.64,2.35,1.01,1.18,42.98,249.87,114.79,2.14,2.56,0.34,1.43,1.01,39.54,7.61,35.0,0.84,0.29,0.05,0.14,20.7,0.0,0,0,1.7,1.7,0.08,-0.7,-0.7
Auston Trusty,us USA,DF,Sheffield Utd,eng Premier League,24.0,1998.0,28.6,48.8,1.64,1.05,1.08,0.45,0.1,0.73,1.5,0.77,1.43,0.77,0.66,1.22,2.87,5.35,0.1,0.56,0.0,0.38,0.07,0.03,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,76.2,85.2,80.1,47.2,24.51,32.17,431.54,161.82,9.83,11.54,12.41,15.49,1.75,3.71,0.0,0.04,0.03,-0.04,0.28,0.84,0.14,0.07,1.4,32.17,29.44,2.66,0.24,0.0,0.0,0.17,2.38,0.0,0.0,0.0,0.0,24.51,0.07,0.38,32,28,"2,572",0,0,0.0,0.0,0.0,0.0,0.01,0.04,0.05,0.01,0.05,0.14,0.0,0.35,1.4,0.52,50.0,41.7,44.2,8.08,24.9,15.8,3.67,0.94,44.2,0.42,0.21,0.17,17.8,69.69,27.87,0.35,0.24,0.07,0.59,0.14,20.38,0.52,25.0,0.28,0.07,0.0,0.0,13.0,0.0,0,0,0.4,0.4,0.05,-0.4,-0.4
Viktor Tsyhankov,ua UKR,"MF,FW",Girona,es La Liga,25.0,1997.0,22.8,53.8,1.27,0.88,0.48,0.57,0.22,0.61,1.14,0.53,0.79,0.04,0.75,0.53,1.8,1.05,0.0,3.21,0.57,2.28,0.44,0.13,0.18,0.04,0.13,0.48,0.09,0.0,0.0,0.0,0.0,78.9,87.3,80.2,54.2,31.84,40.35,453.25,125.0,19.82,22.72,8.86,11.05,1.71,3.16,0.31,0.26,0.29,0.05,1.49,1.93,2.15,0.35,3.9,40.35,37.76,2.19,0.66,0.22,0.13,2.72,0.35,1.18,0.35,0.48,0.0,31.84,0.39,1.1,30,26,"2,052",0,0,0.35,0.66,0.35,0.66,0.27,0.26,0.53,0.27,0.53,0.0,0.0,2.85,3.9,9.91,41.5,45.3,50.96,1.27,7.06,19.43,24.87,4.56,50.96,2.32,0.96,1.05,33.51,199.74,91.14,2.85,2.19,1.36,1.97,1.54,39.34,9.91,34.1,1.93,0.66,0.18,0.53,17.0,3.0,0,0,6.2,6.2,0.14,1.8,1.8
Stefano Turati,it ITA,GK,Frosinone,it Serie A,21.0,2001.0,30.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.03,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.8,100.0,97.8,33.4,25.41,34.92,559.51,418.56,7.87,7.87,12.82,13.11,4.59,13.74,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,34.92,28.13,6.72,2.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,25.41,0.07,0.0,31,31,"2,745",0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.28,33.48,37.08,0.2,0.0,0.0,37.28,0.0,0.0,0.0,23.21,123.67,70.07,0.0,0.0,0.0,0.0,0.0,20.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Matt Turner,us USA,GK,Nott'ham Forest,eng Premier League,29.0,1994.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.24,0.24,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.9,100.0,97.4,49.1,23.41,34.0,727.24,580.53,5.12,5.12,8.65,8.88,9.53,19.41,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,34.0,21.94,11.71,3.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.41,0.35,0.12,17,17,"1,530",0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,36.24,28.76,35.94,0.35,0.0,0.0,36.24,0.0,0.0,0.0,18.76,116.71,80.71,0.0,0.0,0.0,0.06,0.0,13.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Beñat Turrientes,es ESP,MF,Real Sociedad,es La Liga,21.0,2002.0,18.7,43.3,1.66,0.91,0.32,1.07,0.27,0.7,1.6,0.91,1.02,0.43,0.59,0.32,1.98,0.91,0.0,1.55,0.11,1.18,0.0,0.11,0.16,0.05,0.05,0.05,0.0,0.0,0.05,0.0,0.0,84.6,91.3,91.9,62.8,31.98,37.81,541.5,114.87,15.61,17.11,12.78,13.9,2.89,4.6,0.05,0.03,0.03,0.03,0.48,2.51,0.16,0.0,2.73,37.81,35.78,1.87,0.96,0.05,0.27,1.02,0.0,0.86,0.59,0.11,0.0,31.98,0.16,0.75,29,19,"1,687",0,0,0.0,0.05,0.0,0.05,0.06,0.03,0.09,0.06,0.09,0.21,0.0,1.39,2.73,1.66,48.8,32.6,47.06,2.14,9.52,27.7,10.7,0.59,47.06,2.3,1.12,0.75,27.22,154.28,74.17,1.39,1.23,0.11,1.39,0.75,32.14,1.66,43.5,1.23,0.53,0.0,0.0,24.6,1.0,0,0,1.2,1.2,0.05,-1.2,-1.2
Tuta,br BRA,DF,Eint Frankfurt,de Bundesliga,24.0,1999.0,28.9,66.1,2.18,1.14,1.31,0.66,0.21,1.35,2.04,0.69,1.0,0.42,0.59,1.25,3.43,3.43,0.0,1.21,0.1,0.9,0.07,0.0,0.21,0.03,0.0,0.1,0.0,0.0,0.0,0.0,0.0,84.7,91.8,91.1,53.1,55.85,65.95,1014.95,349.65,22.42,24.43,28.72,31.52,4.19,7.89,0.07,0.07,0.07,-0.0,0.42,4.08,0.55,0.07,4.78,65.95,62.11,3.77,1.76,0.07,0.21,0.38,2.01,0.0,0.0,0.0,0.0,55.85,0.07,1.11,30,30,"2,600",0,0,0.03,0.1,0.03,0.1,0.05,0.07,0.12,0.05,0.12,0.1,0.07,0.76,4.78,1.59,37.9,48.3,76.96,6.64,32.77,37.23,7.51,1.14,76.96,1.0,0.38,0.48,46.99,201.63,94.71,0.76,0.55,0.03,0.83,0.52,51.94,1.59,38.9,0.62,0.24,0.06,0.14,12.7,0.0,0,0,1.4,1.4,0.08,-0.4,-0.4
Destiny Udogie,it ITA,DF,Tottenham,eng Premier League,20.0,2002.0,26.6,55.1,2.56,1.24,1.54,0.6,0.41,1.02,1.84,0.83,1.02,0.3,0.71,1.39,3.95,3.01,0.19,2.15,0.26,1.92,0.0,0.15,0.08,0.0,0.0,0.23,0.0,0.0,0.04,0.0,0.0,85.8,91.8,87.0,57.6,46.43,54.14,628.98,193.42,29.14,31.73,15.04,17.29,0.71,1.24,0.11,0.08,0.08,0.03,0.9,4.32,0.49,0.0,5.83,54.14,45.56,8.46,0.9,0.0,0.0,0.83,7.56,0.0,0.0,0.0,0.0,46.43,0.11,1.58,28,28,"2,391",0,0,0.08,0.19,0.08,0.19,0.09,0.08,0.17,0.09,0.17,0.26,0.04,3.12,5.83,5.19,41.4,44.8,66.73,3.61,18.31,30.64,19.02,2.67,66.73,2.18,0.9,0.98,36.62,229.62,124.81,3.12,2.44,0.71,1.84,0.98,38.65,5.19,55.6,0.34,0.19,0.22,0.4,10.1,0.0,0,0,2.4,2.4,0.27,-0.4,-0.4
Matthieu Udol,fr FRA,DF,Metz,fr Ligue 1,27.0,1996.0,30.0,67.9,1.83,1.23,1.27,0.4,0.17,1.27,1.87,0.6,2.07,0.53,1.53,1.67,3.5,3.6,0.0,1.8,0.1,1.4,0.07,0.03,0.1,0.17,0.03,0.1,0.0,0.0,0.0,0.0,0.0,74.5,85.0,81.6,40.6,32.3,43.33,574.77,240.3,13.4,15.77,15.83,19.4,2.6,6.4,0.1,0.1,0.07,-0.0,1.07,2.33,0.8,0.53,3.27,43.33,34.27,8.87,1.0,0.07,0.1,2.43,7.83,0.03,0.0,0.03,0.0,32.3,0.2,1.13,30,30,"2,700",0,0,0.1,0.2,0.1,0.2,0.05,0.1,0.15,0.05,0.15,0.17,0.0,1.53,3.27,2.87,50.0,45.0,55.17,4.37,20.23,24.9,10.63,1.27,55.17,1.33,0.67,0.6,31.4,178.47,83.6,1.53,1.33,0.07,0.9,0.37,27.3,2.87,36.8,0.63,0.23,0.16,0.43,12.3,0.0,0,0,1.4,1.4,0.07,1.6,1.6
Manuel Ugarte Ribeiro,uy URU,MF,Paris S-G,fr Ligue 1,22.0,2001.0,21.5,48.3,4.56,2.65,1.81,2.0,0.74,2.0,4.14,2.14,1.26,0.28,0.98,1.86,6.42,1.16,0.09,1.77,0.23,1.44,0.0,0.14,0.0,0.14,0.05,0.14,0.0,0.05,0.0,0.05,0.0,91.2,90.4,95.1,85.2,56.47,61.91,1036.33,192.93,21.53,23.81,29.16,30.65,4.84,5.67,0.09,0.04,0.05,0.05,0.65,4.6,0.28,0.0,4.05,61.91,61.12,0.79,0.7,0.14,0.23,0.19,0.09,0.0,0.0,0.0,0.0,56.47,0.0,0.6,25,21,"1,932",0,0,0.0,0.09,0.0,0.09,0.03,0.04,0.07,0.03,0.07,0.23,0.0,0.74,4.05,1.12,52.5,37.5,74.28,4.14,15.21,45.91,14.28,0.56,74.28,1.86,0.98,0.7,57.21,259.3,98.19,0.74,1.63,0.19,1.16,1.12,51.12,1.12,10.0,0.47,0.05,0.0,0.0,23.4,0.0,0,0,0.6,0.6,0.06,-0.6,-0.6
Sven Ulreich,de GER,GK,Bayern Munich,de Bundesliga,34.0,1988.0,11.0,100.0,0.09,0.0,0.09,0.0,0.0,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.09,0.27,0.18,0.09,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.3,98.9,99.0,46.4,30.27,35.91,652.36,451.18,8.09,8.18,17.45,17.64,4.64,10.0,0.0,0.0,0.0,0.0,0.09,0.18,0.0,0.0,0.0,35.91,30.45,5.45,1.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.27,0.0,0.0,11,11,990,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,37.09,28.45,36.64,0.45,0.0,0.0,37.09,0.0,0.0,0.0,23.91,93.82,42.91,0.0,0.0,0.0,0.0,0.0,23.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Deniz Undav,de GER,"FW,MF",Stuttgart,de Bundesliga,27.0,1996.0,23.2,26.7,1.21,0.56,0.26,0.34,0.6,0.17,0.65,0.47,0.73,0.0,0.73,0.26,1.47,0.22,0.0,4.44,0.73,3.41,0.0,0.43,0.26,0.26,0.09,0.65,0.0,0.04,0.04,0.0,0.0,74.5,81.4,80.9,57.4,25.65,34.44,361.51,115.47,14.74,18.1,8.02,9.91,1.16,2.03,0.43,0.28,0.26,0.15,1.68,2.89,1.9,0.09,5.17,34.44,32.67,1.38,0.09,0.78,0.13,0.3,0.52,0.0,0.0,0.0,0.0,25.65,0.39,1.85,30,23,"2,089",0,1,0.78,1.21,0.78,1.21,0.65,0.28,0.93,0.61,0.9,0.22,0.0,1.94,5.17,7.84,54.0,40.0,46.94,0.39,2.97,21.21,23.15,6.34,46.9,2.16,1.16,0.86,29.05,134.31,62.89,1.94,1.55,0.86,2.5,2.2,38.32,7.84,48.1,4.57,2.2,0.17,0.35,17.4,0.0,0,1,15.0,14.3,0.13,3.0,3.7
